full_name,race,gender,age,job_title,state,city,zip_code,Salary,,,,,,
Milly Peart,White,Female,42,Tax Accountant,New York,Buffalo,14276,"$230,707.11 ",,,,,,
Skippie Zappel,White,Male,62,Human Resources,New York,Albany,12262,"$260,118.74 ",,,,,,
Jill Ballantine,White,Female,62,Marketing Manager,New York,New York City,10270,"$183,006.41 ",,,,,,
Babb Bolwell,White,Female,43,Software Developer,New York,Albany,12247,"$29,088.91 ",,,,,,
Ellswerth Pavolini,White,Male,20,Welder,New York,Albany,12242,"$265,625.54 ",,,,,,
Shellysheldon Aldrick,White,Male,32,Research Associate,New York,Jamaica,11447,"$54,226.65 ",,,,,,
Kareem Fashion,Hispanic,Male,21,Office Assistant,New York,New York City,10024,"$150,741.12 ",,,,,,
Eudora Devonshire,White,Female,58,Nurse,New York,New York City,10165,"$180,998.25 ",,,,,,
Lanny Benge,White,Male,36,Sales Representative,New York,New York City,10125,"$130,494.86 ",,,,,,
Isacco Hubner,Other,Male,54,Executive Assistant,New York,Albany,12232,"$46,880.53 ",,,,,,
Alano McCullock,White,Male,43,Environmental Specialist,New York,Port Washington,11054,"$147,842.49 ",,,,,,
Crissy Thorlby,White,Female,25,Teacher,New York,Buffalo,14205,"$93,757.56 ",,,,,,
Mariejeanne Greenset,Hispanic,Female,30,Junior Executive,New York,New York City,10125,"$107,535.59 ",,,,,,
Barbabra Copello,White,Female,64,VP Product Management,New York,White Plains,10606,"$196,040.81 ",,,,,,
Tonia Skillington,White,Female,67,Software Developer,New York,Bronx,10474,"$299,372.93 ",,,,,,
Ethelbert Syphus,White,Male,39,GIS Technical Architect,New York,Syracuse,13217,"$156,768.68 ",,,,,,
Karlotta Goodson,White,Female,29,VP Sales,New York,New York City,10099,"$167,638.28 ",,,,,,
Abbie Sheather,Hispanic,Female,30,Pharmacist,New York,White Plains,10633,"$295,504.95 ",,,,,,
Waring Drennan,White,Male,54,Internal Auditor,New York,Mount Vernon,10557,"$168,456.80 ",,,,,,
Herschel Varley,White,Male,30,Nurse Practicioner,New York,New York City,10275,"$225,618.41 ",,,,,,
Annissa Mantha,Asian,Female,56,Software Developer,New York,New York City,10029,"$93,777.42 ",,,,,,
Aimil Aidler,Hispanic,Female,35,Marketing Manager,New York,New York City,10260,"$110,018.12 ",,,,,,
Issie Brazel,Black,Female,55,Actuary,New York,New York City,10125,"$31,965.05 ",,,,,,
Alvin Innman,White,Male,56,Software Developer,New York,Albany,12237,"$62,482.56 ",,,,,,
Margeaux Moncreiffe,White,Female,28,Clinical Specialist,New York,New York City,10160,"$148,890.28 ",,,,,,
Sidonia Scarlett,Black,Female,39,Information Systems Manager,New York,Rochester,14624,"$39,290.65 ",,,,,,
Barrie Borsnall,White,Female,18,Executive Assistant,New York,Albany,12237,"$85,768.91 ",,,,,,
Germana MacAlpyne,White,Female,24,Statistician,New York,Rochester,14604,"$109,002.71 ",,,,,,
Abigail Grinvalds,White,Female,18,Community Outreach Specialist,New York,Staten Island,10310,"$51,225.49 ",,,,,,
Kaitlynn Worrell,Black,Female,44,Internal Auditor,New York,Utica,13505,"$127,883.67 ",,,,,,
Jillene MacDavitt,White,Female,29,Welder,New York,Albany,12255,"$85,513.02 ",,,,,,
Boycey Le land,Hispanic,Male,26,Software Consultant,New York,New York City,10090,"$56,911.43 ",,,,,,
Gertrudis Wannan,Black,Female,33,Staff Scientist,New York,Albany,12237,"$140,896.39 ",,,,,,
Kennith Gusticke,Hispanic,Male,20,Cost Accountant,New York,Rochester,14646,"$247,435.46 ",,,,,,
Doria Leake,White,Female,47,Nurse,New York,Bronx,10459,"$110,864.66 ",,,,,,
Merle Brierton,Black,Female,64,Sales Associate,New York,Buffalo,14263,"$154,469.51 ",,,,,,
Peder Saddington,Black,Male,45,Welder,New York,New York City,10110,"$135,244.58 ",,,,,,
Kerr Duling,White,Male,39,Assistant Professor,New York,New York City,10280,"$203,748.43 ",,,,,,
Silvain Alam,Black,Male,38,Database Administrator,New York,New York City,10115,"$90,966.95 ",,,,,,
Auberon Hannibal,Asian,Male,62,Recruiting Manager,New York,Rochester,14609,"$196,124.47 ",,,,,,
Kristyn Paolozzi,White,Female,38,Research Associate,New York,Jamaica,11447,"$200,879.35 ",,,,,,
Doyle Kurten,White,Male,61,Statistician,New York,New York City,10090,"$88,779.14 ",,,,,,
Hugo Ringwood,White,Male,51,Recruiting Manager,New York,New York City,10004,"$198,030.21 ",,,,,,
Tracy Llorente,White,Male,63,Research Associate,New York,Syracuse,13210,"$87,784.52 ",,,,,,
Barb Reade,White,Female,33,Welder,New York,New York City,10105,"$185,055.31 ",,,,,,
Jobyna Howgate,White,Female,57,Desktop Support Technician,New York,New York City,10125,"$116,525.64 ",,,,,,
Wilburt Labbett,White,Male,64,Environmental Tech,New York,Rochester,14614,"$149,115.88 ",,,,,,
Melissa Pullar,Hispanic,Female,24,Senior Developer,New York,New York City,10155,"$150,788.40 ",,,,,,
Guss Howson,White,Male,51,Executive Assistant,New York,Buffalo,14276,"$260,364.05 ",,,,,,
Lucais Orlton,White,Male,65,Operator,New York,Brooklyn,11241,"$298,265.78 ",,,,,,
Nissy Sparkes,White,Female,54,Assistant Professor,New York,Jamaica,11447,"$231,955.89 ",,,,,,
Cullin Cruise,White,Male,51,Senior Sales Associate,New York,Rochester,14609,"$97,523.29 ",,,,,,
Juliane Fucher,White,Female,22,Research Nurse,New York,Bronx,10474,"$41,671.60 ",,,,,,
Eward Portail,White,Male,55,Welder,New York,Brooklyn,11241,"$143,504.51 ",,,,,,
Ivonne Lowder,White,Female,40,GIS Technical Architect,New York,Port Washington,11054,"$178,925.05 ",,,,,,
Salvador Boeter,White,Male,56,Welder,New York,New York City,10270,"$34,542.82 ",,,,,,
Adoree Tewelson,Asian,Female,29,Welder,New York,Albany,12242,"$236,781.40 ",,,,,,
Caryn Parlet,Black,Female,24,Software Consultant,New York,Jamaica,11407,"$293,471.43 ",,,,,,
Wyatan Greenroyd,White,Male,52,Software Developer,New York,Schenectady,12325,"$250,759.52 ",,,,,,
Koralle Sondon,White,Female,31,Compensation Analyst,New York,New York City,10019,"$114,257.88 ",,,,,,
Phaedra Coupland,White,Female,58,Nurse,New York,New York City,10260,"$195,992.57 ",,,,,,
Gareth Shakle,White,Male,42,Marketing Assistant,New York,New York City,10090,"$264,885.64 ",,,,,,
Travis Vine,Black,Male,21,Teacher,New York,Yonkers,10705,"$232,146.38 ",,,,,,
Engelbert Falconbridge,White,Male,45,VP Quality Control,New York,Bronx,10454,"$42,665.54 ",,,,,,
Kirbie McArdle,White,Female,62,Health Coach,New York,Albany,12232,"$33,332.69 ",,,,,,
Rog Bohman,White,Male,67,VP Marketing,New York,Rochester,14614,"$215,486.71 ",,,,,,
Titos Midford,White,Male,23,Environmental Specialist,New York,Brooklyn,11210,"$256,413.74 ",,,,,,
Syd Guillard,Hispanic,Male,48,Welder,New York,New Hyde Park,11044,"$287,333.79 ",,,,,,
Ashia Ryding,White,Female,54,Information Systems Manager,New York,Brooklyn,11236,"$275,549.60 ",,,,,,
Bridget Franceschi,American Indian & Alaska Native,Female,39,Statistician,New York,New York City,10165,"$138,357.64 ",,,,,,
Elmore Mitchelmore,White,Male,24,Software Developer,New York,Rochester,14609,"$104,306.84 ",,,,,,
Bartholomew Pezey,White,Male,19,Web Designer,New York,Albany,12232,"$118,159.29 ",,,,,,
Wilek Newlove,White,Male,30,Senior Editor,New York,Rochester,14624,"$127,173.15 ",,,,,,
Rab Keeping,White,Male,67,VP Sales,New York,Syracuse,13251,"$228,275.04 ",,,,,,
Abramo Bartolomivis,White,Male,52,Associate Professor,New York,New York City,10150,"$90,640.20 ",,,,,,
Kaitlin Swire,Black,Female,40,Systems Administrator,New York,New York City,10009,"$42,594.04 ",,,,,,
Dov Dytham,White,Male,61,Junior Executive,New York,Great Neck,11024,"$269,254.12 ",,,,,,
Berkly Jessel,White,Male,20,Payment Adjustment Coordinator,New York,New York City,10249,"$63,345.94 ",,,,,,
Georgie Lias,Hispanic,Male,36,Senior Sales Associate,New York,Bronx,10459,"$44,184.06 ",,,,,,
L;urette Joao,Asian,Female,48,Research Assistant,New York,New Hyde Park,11044,"$117,586.55 ",,,,,,
Kimmi Laugherane,Hispanic,Female,46,Payment Adjustment Coordinator,New York,Rochester,14683,"$193,684.57 ",,,,,,
Joli Loverock,White,Female,44,Senior Financial Analyst,New York,Brooklyn,11241,"$208,471.39 ",,,,,,
Berne Felgate,Black,Male,20,Legal Assistant,New York,New York City,10014,"$129,784.30 ",,,,,,
Lori Sawdy,American Indian & Alaska Native,Female,36,Social Worker,New York,Rochester,14609,"$105,721.94 ",,,,,,
Stillmann Hancorn,White,Male,64,Software Developer,New York,Jamaica,11480,"$142,512.76 ",,,,,,
Lissie Winckworth,Other,Female,51,Associate Professor,New York,Brooklyn,11254,"$73,816.36 ",,,,,,
Joannes Merriman,White,Female,42,Community Outreach Specialist,New York,Buffalo,14276,"$222,461.26 ",,,,,,
Veronike Dictus,Hispanic,Female,59,Research Assistant,New York,Buffalo,14210,"$172,667.42 ",,,,,,
Mirilla Janda,White,Female,46,Information Systems Manager,New York,New Hyde Park,11044,"$93,885.08 ",,,,,,
Ella Kunkel,White,Female,32,Financial Advisor,New York,Port Washington,11054,"$40,186.76 ",,,,,,
Goober Carlan,Asian,Male,63,Financial Analyst,New York,Schenectady,12305,"$120,804.55 ",,,,,,
Dale Cheers,White,Male,41,Paralegal,New York,Jamaica,11407,"$281,944.51 ",,,,,,
Dorthy Paffot,Hispanic,Female,20,Recruiting Manager,New York,New York City,10203,"$65,393.21 ",,,,,,
Angelique Paeckmeyer,White,Female,63,Editor,New York,Bronx,10469,"$146,067.29 ",,,,,,
Maximo Avory,White,Male,44,Welder,New York,Rochester,14619,"$177,648.96 ",,,,,,
Jeannine Corneil,Hispanic,Female,48,Senior Financial Analyst,New York,Buffalo,14205,"$241,000.40 ",,,,,,
Harv Danskine,White,Male,44,Welder,New York,Syracuse,13205,"$217,510.38 ",,,,,,
Edi Fountaine,Hispanic,Female,43,Welder,New York,Buffalo,14276,"$260,787.44 ",,,,,,
Miguela Snawden,Black,Female,23,Welder,New York,Albany,12237,"$298,580.31 ",,,,,,
Brennan Morter,White,Male,31,Pharmacist,New York,Rochester,14652,"$115,169.43 ",,,,,,
Tori Sides,Black,Female,38,Nurse Practicioner,New York,Albany,12237,"$260,398.93 ",,,,,,
Harriett Driutti,White,Female,40,VP Quality Control,New York,Albany,12247,"$171,710.10 ",,,,,,
Dun Buchett,Black,Male,39,VP Accounting,New York,New York City,10105,"$47,511.87 ",,,,,,
Wesley De Vaux,White,Male,41,Recruiting Manager,New York,Schenectady,12305,"$126,549.70 ",,,,,,
Robinette Monni,Black,Female,35,Legal Assistant,New York,New York City,10045,"$83,535.75 ",,,,,,
Christina Cash,Hispanic,Female,38,Data Coordiator,New York,New York City,10039,"$200,615.92 ",,,,,,
Danica Sporrij,White,Female,65,Legal Assistant,New York,New York City,10045,"$92,045.79 ",,,,,,
Mellisa Windebank,White,Female,66,Senior Editor,New York,New York City,10060,"$222,866.18 ",,,,,,
Arne Kilbane,White,Male,56,Automation Specialist,New York,Hicksville,11854,"$209,156.81 ",,,,,,
Rosina Hovell,Asian,Female,50,Research Associate,New York,New York City,10034,"$126,148.92 ",,,,,,
Zia Sussex,White,Female,20,Community Outreach Specialist,New York,Flushing,11388,"$189,857.15 ",,,,,,
Sarine Bohey,Black,Female,42,Senior Editor,New York,Brooklyn,11236,"$290,821.01 ",,,,,,
Lucille Salmon,White,Female,49,Financial Advisor,New York,Hicksville,11854,"$80,650.80 ",,,,,,
Trevar Blasius,Hispanic,Male,57,Senior Cost Accountant,New York,White Plains,10633,"$269,025.34 ",,,,,,
Alex Marley,White,Female,50,Junior Executive,New York,Bronx,10469,"$118,082.37 ",,,,,,
Nadine Pearlman,White,Female,49,Tax Accountant,New York,Bronx,10469,"$83,899.19 ",,,,,,
Wallie Spoure,White,Male,27,Welder,New York,Albany,12232,"$221,041.87 ",,,,,,
Francesco Duckham,White,Male,44,Social Worker,New York,Buffalo,14276,"$51,647.59 ",,,,,,
Justine Vamplers,White,Female,41,Welder,New York,Jamaica,11470,"$291,106.18 ",,,,,,
Levin Henricsson,Hispanic,Male,43,Actuary,New York,New York City,10160,"$285,097.02 ",,,,,,
Farlie Dudman,Hispanic,Male,45,Sales Associate,New York,Bronx,10469,"$137,415.70 ",,,,,,
Humfried Cogdon,White,Male,48,Occupational Therapist,New York,Yonkers,10705,"$76,499.91 ",,,,,,
Teodoor Narramore,Hispanic,Male,19,Sales Associate,New York,Syracuse,13217,"$35,412.98 ",,,,,,
Enrique Pyffe,Hispanic,Male,42,Executive Assistant,New York,New York City,10105,"$236,776.04 ",,,,,,
Grannie Gounel,White,Male,58,Buget Analyst,New York,Staten Island,10310,"$222,221.23 ",,,,,,
Orsola Ambrogini,White,Female,57,Senior Cost Accountant,New York,Syracuse,13224,"$156,087.46 ",,,,,,
Kassandra Allwood,Hispanic,Female,40,Dental Hygienist,New York,Albany,12262,"$137,249.00 ",,,,,,
Thebault Bard,Hispanic,Male,57,Desktop Support Technician,New York,Bronx,10464,"$243,899.48 ",,,,,,
Robinett Broszkiewicz,White,Female,20,Human Resources,New York,New York City,10009,"$44,032.57 ",,,,,,
Emery Alekseev,White,Male,48,Buget Analyst,New York,Rochester,14639,"$227,999.56 ",,,,,,
Randolph Brennon,Hispanic,Male,32,Food Chemist,New York,Bronx,10469,"$231,493.97 ",,,,,,
Tabby Earp,White,Male,43,Dental Hygienist,New York,Brooklyn,11215,"$244,303.62 ",,,,,,
Phyllida Burker,White,Female,39,Welder,New York,Albany,12255,"$192,248.54 ",,,,,,
Dina Giovanetti,White,Female,51,Systems Administrator,New York,Albany,12210,"$283,008.15 ",,,,,,
Colly Sertin,White,Female,49,Help Desk Technician,New York,Bronx,10454,"$152,969.93 ",,,,,,
Leupold Slides,White,Male,57,Teacher,New York,New York City,10009,"$58,460.35 ",,,,,,
Alverta Wormleighton,White,Female,45,Human Resources,New York,Flushing,11355,"$269,808.74 ",,,,,,
Sidney Mayhead,White,Male,27,Desktop Support Technician,New York,New York City,10029,"$201,156.64 ",,,,,,
Tyrone Skoughman,Hispanic,Male,40,Office Assistant,New York,Syracuse,13224,"$142,835.09 ",,,,,,
Amata Hunnaball,Hispanic,Female,62,Environmental Specialist,New York,Brooklyn,11210,"$27,768.44 ",,,,,,
Ashbey Hinckesman,White,Male,23,Nurse,New York,Buffalo,14263,"$48,776.44 ",,,,,,
Carissa Fitzsimon,White,Female,32,Welder,New York,New York City,10090,"$299,036.72 ",,,,,,
Heinrick Kinver,Other,Male,67,Welder,New York,New York City,10024,"$179,960.93 ",,,,,,
Iver Lyles,White,Male,23,Tax Accountant,New York,Buffalo,14215,"$33,817.12 ",,,,,,
Uriah Wreford,White,Male,50,Help Desk Technician,New York,Rochester,14609,"$103,848.09 ",,,,,,
Papageno Tossell,White,Male,22,Welder,New York,Rochester,14619,"$128,255.23 ",,,,,,
Fons Ebben,White,Male,54,Data Coordiator,New York,Buffalo,14215,"$33,885.39 ",,,,,,
Lissi Pett,Hispanic,Female,51,Assistant Professor,New York,Rochester,14609,"$279,681.92 ",,,,,,
Celestia Greyes,White,Female,35,Safety Technician,New York,New York City,10249,"$120,944.02 ",,,,,,
Leigh Illes,White,Female,56,Financial Analyst,New York,Brooklyn,11215,"$281,784.14 ",,,,,,
Hebert Farenden,Asian,Male,18,Account Coordinator,New York,Bronx,10454,"$131,970.82 ",,,,,,
Shina Sidery,Black,Female,18,Automation Specialist,New York,New York City,10034,"$282,652.91 ",,,,,,
Raychel MacCarroll,White,Female,25,Research Associate,New York,Buffalo,14205,"$211,403.83 ",,,,,,
Clarinda Hedgecock,Other,Female,39,Graphic Designer,New York,Buffalo,14205,"$155,775.38 ",,,,,,
Gearard Cotterrill,White,Male,62,Account Executive,New York,Albany,12237,"$175,108.58 ",,,,,,
Ramonda Davitti,White,Female,62,Nurse,New York,New York City,10079,"$53,786.82 ",,,,,,
Durante Lumsdale,White,Male,21,Payment Adjustment Coordinator,New York,Buffalo,14225,"$103,416.74 ",,,,,,
Jacquenette Scothern,White,Female,37,Cost Accountant,New York,Rochester,14604,"$250,265.73 ",,,,,,
Phil Richardeau,White,Male,38,Administrative Officer,New York,Brooklyn,11205,"$150,458.43 ",,,,,,
Binky Augar,White,Male,42,Web Designer,New York,Albany,12232,"$43,184.95 ",,,,,,
Marcus Chinnock,White,Male,20,Administrative Officer,New York,Rochester,14652,"$150,192.80 ",,,,,,
Guillema Putton,Black,Female,54,Senior Editor,New York,Jamaica,11480,"$35,712.42 ",,,,,,
Tildi Millsom,White,Female,49,Clinical Specialist,New York,Buffalo,14276,"$266,727.05 ",,,,,,
Hester Ruusa,White,Female,60,Software Developer,New York,Bronx,10459,"$259,201.70 ",,,,,,
Clarinda Sidwell,White,Female,40,Account Coordinator,New York,White Plains,10606,"$129,232.10 ",,,,,,
Parker Whellans,White,Male,42,Tax Accountant,New York,New York City,10120,"$121,665.54 ",,,,,,
Zarah Craddock,White,Female,28,Research Assistant,New York,Rochester,14639,"$161,635.10 ",,,,,,
Eudora McRae,Asian,Female,25,Marketing Assistant,New York,Albany,12232,"$223,810.64 ",,,,,,
Inger Fenton,White,Male,37,Marketing Assistant,New York,Brooklyn,11236,"$114,620.02 ",,,,,,
Kriste Dono,White,Female,58,Marketing Assistant,New York,New York City,10275,"$220,111.54 ",,,,,,
Gram Aubry,White,Male,50,Welder,New York,Albany,12237,"$190,960.34 ",,,,,,
Pancho Chappelow,White,Male,67,Accountant,New York,Syracuse,13217,"$142,834.02 ",,,,,,
Alexis Udall,White,Male,50,Information Systems Manager,New York,New York City,10203,"$275,976.83 ",,,,,,
Barby Tommen,Hispanic,Female,39,Media Manager,New York,Brooklyn,11236,"$166,685.18 ",,,,,,
Jonathon Lilburne,White,Male,55,Assistant Media Planner,New York,New York City,10292,"$202,830.54 ",,,,,,
Orren Ghidelli,Hispanic,Male,48,Nurse Practicioner,New York,New York City,10034,"$71,355.21 ",,,,,,
Mia Mensler,Asian,Female,28,Biostatistician,New York,Albany,12222,"$231,705.56 ",,,,,,
Fergus Slatter,White,Male,53,General Manager,New York,Bronx,10459,"$237,199.85 ",,,,,,
Zelda Jenkins,White,Female,35,Marketing Assistant,New York,New York City,10155,"$189,597.87 ",,,,,,
Brok Bygott,Hispanic,Male,27,Welder,New York,Buffalo,14210,"$119,948.52 ",,,,,,
Rakel Takle,White,Female,42,Research Assistant,New York,New York City,10125,"$163,580.68 ",,,,,,
Alonzo Matyukon,Black,Male,23,Quality Control Specialist,New York,Syracuse,13205,"$173,440.93 ",,,,,,
Marilin Kitteman,Asian,Female,49,Systems Administrator,New York,New York City,10039,"$189,615.42 ",,,,,,
Annamaria Dahlman,White,Female,59,Database Administrator,New York,New York City,10150,"$253,172.14 ",,,,,,
Wernher Mitchall,White,Male,61,Registered Nurse,New York,Bronx,10474,"$108,133.21 ",,,,,,
Elmer Slegg,White,Male,59,Welder,New York,New York City,10275,"$231,075.48 ",,,,,,
Bibby Pickwell,Black,Female,70,Registered Nurse,New York,Yonkers,10705,"$131,666.75 ",,,,,,
Orlan Gajewski,White,Male,40,Help Desk Technician,New York,New York City,10079,"$85,421.46 ",,,,,,
Mathilda Yakubowicz,Other,Female,32,Information Systems Manager,New York,Syracuse,13205,"$150,503.71 ",,,,,,
Hazlett Burvill,Hispanic,Male,44,Tax Accountant,New York,Yonkers,10705,"$100,356.03 ",,,,,,
Brewster Sturgess,Other,Male,29,Tax Accountant,New York,Brooklyn,11254,"$218,793.58 ",,,,,,
Janek Carbery,Asian,Male,23,Geologist,New York,New York City,10275,"$163,518.23 ",,,,,,
Andrew Treppas,White,Male,52,Media Manager,New York,Buffalo,14225,"$219,892.63 ",,,,,,
Berny Jeannard,White,Male,47,Pharmacist,New York,Flushing,11388,"$64,181.99 ",,,,,,
Ninnette Rothchild,Asian,Female,61,Data Coordiator,New York,Bronx,10454,"$87,646.61 ",,,,,,
Rhiamon Philliskirk,White,Female,51,Paralegal,New York,Albany,12237,"$89,673.09 ",,,,,,
Mikel M'Quhan,White,Male,44,Actuary,New York,New York City,10039,"$172,669.98 ",,,,,,
Romona Guilloton,White,Female,48,Quality Control Specialist,New York,New York City,10090,"$270,051.98 ",,,,,,
Austin Alessandone,Hispanic,Female,44,Account Coordinator,New York,Jamaica,11407,"$278,338.06 ",,,,,,
Tine Bowser,Hispanic,Female,52,Operator,New York,New York City,10203,"$281,765.91 ",,,,,,
Deeanne Morville,Hispanic,Female,51,Help Desk Technician,New York,Yonkers,10705,"$273,014.51 ",,,,,,
Morty Danne,White,Male,22,Registered Nurse,New York,Mount Vernon,10557,"$60,488.79 ",,,,,,
Ragnar Conquer,Black,Male,43,Accountant,New York,Rochester,14624,"$230,969.23 ",,,,,,
