full_name,race,gender,age,job_title,state,city,zip_code,salary
Adam Somerton,Hispanic,Male,21,Media Manager,New York,Buffalo,14225,24859.13
Maryanna Baynes,Hispanic,Female,42,VP Accounting,New York,Albany,12255,15381.95
Nicola Stopp,White,Male,29,General Manager,New York,Bronx,10459,20489.16
Carrol Abberley,White,Male,23,Financial Advisor,New York,New York City,10115,16164.81
Avram Lorek,Asian,Male,62,Architect,New York,Bronx,10454,16692.43
Oona Rosbotham,Hispanic,Female,56,VP Sales,New York,Syracuse,13224,18257.45
Bert Dudny,White,Female,24,Architect,New York,Jamaica,11499,17323.09
Cyrillus Baroc,White,Male,36,Architect,New York,Albany,12262,19863.74
Shelli Gaskall,White,Female,33,Staff Scientist,New York,Schenectady,12305,22629.52
Mathilda Klemt,Asian,Female,68,Data Coordiator,New York,Buffalo,14210,22139.51
Laryssa Moretto,White,Female,63,Architect,New York,New York City,10292,21228.54
Deborah Hurst,White,Female,34,Senior Sales Associate,New York,New York City,10165,17236.02
Xymenes Whelpdale,White,Male,67,Food Chemist,New York,New York City,10260,24254.46
Sile Bartalin,Hispanic,Female,66,Teacher,New York,White Plains,10606,18347.31
Teena Kohrsen,Asian,Female,43,Nurse,New York,Jamaica,11447,22201.01
Talia Gaine of England,Black,Female,59,VP Accounting,New York,New York City,10110,21569.06
Lynsey Bushrod,White,Female,23,Software Developer,New York,Elmira,14905,22278.19
Lola Chewter,White,Female,43,Professor,New York,New York City,10034,20223.01
Milo Carous,White,Male,38,Sales Representative,New York,Albany,12237,17020.4
Jessika Chittim,Hispanic,Female,32,Staff Scientist,New York,Brooklyn,11220,17485.74
Yolanthe Vinecombe,Black,Female,46,Account Coordinator,New York,Syracuse,13224,15408.57
Milly Kunzler,White,Female,54,Business Systems Development Analyst,New York,New York City,10165,19602.32
Legra Kubek,Hispanic,Female,49,VP Sales,New York,Brooklyn,11210,16160
Hamel Dewdney,Black,Male,51,Accountant,New York,Brooklyn,11236,15990.05
Hector Mundford,Black,Male,56,Architect,New York,New York City,10184,21406.8
Flo Krier,Hispanic,Female,58,Software Developer,New York,Staten Island,10305,23730.86
Orsa Kmietsch,White,Female,59,Architect,New York,Albany,12205,23728.22
Gertruda Parradye,White,Female,59,Staff Scientist,New York,Rochester,14683,23606.38
Rooney Tinmouth,White,Male,30,Sales Associate,New York,Rochester,14624,16158.66
Meara Gilchriest,White,Female,22,Assistant Media Planner,New York,New York City,10270,23788
Teddy Clulee,Asian,Male,33,Software Developer,New York,New York City,10060,23124.84
Julia Cruttenden,White,Female,28,Software Consultant,New York,New York City,10270,15280.59
Enos Crabb,White,Male,51,Web Designer,New York,Albany,12247,17622.05
Fax Templman,White,Male,35,Account Coordinator,New York,Jamaica,11447,17941.12
Antonin Athy,White,Male,19,Software Developer,New York,Bronx,10454,23465.87
Zolly Dumigan,White,Male,44,Recruiter,New York,New York City,10099,21305.72
Andris Hoffman,Hispanic,Male,32,Graphic Designer,New York,Brooklyn,11254,20131.43
Yolane Chucks,White,Female,56,Payment Adjustment Coordinator,New York,New York City,10184,23263.6
Hadley Nuton,White,Male,20,Junior Executive,New York,New York City,10060,20178.54
Cookie Coulthard,White,Female,23,Software Developer,New York,New York City,10024,16117.93
Vergil Spearett,White,Male,56,Nurse Practicioner,New York,New York City,10170,21744.7
Nicholle Wingar,White,Female,56,Architect,New York,New York City,10160,21869.02
Georgie Bonnaire,Black,Female,28,Software Developer,New York,Jamaica,11431,19215.72
Bevin Ninnotti,White,Male,54,Paralegal,New York,New York City,10280,17472.24
Correna Gurdon,White,Female,23,General Manager,New York,Rochester,14624,22336.01
Berri Speck,White,Female,42,Architect,New York,Brooklyn,11225,19157.96
Garry Mayhow,Hispanic,Male,55,Sales Representative,New York,Flushing,11388,18155.9
Aile Peyro,White,Female,35,Buget Analyst,New York,New York City,10024,22214.76
Tymon Millery,White,Male,24,VP Quality Control,New York,Elmira,14905,21656.19
Angelina Easbie,Hispanic,Female,50,Assistant Professor,New York,New York City,10275,15979.44
Jervis Town,White,Male,56,Architect,New York,New York City,10292,24563.83
Arlyne Crann,Hispanic,Female,59,Architect,New York,Bronx,10474,16370.47
Lionel O'Shaughnessy,White,Male,54,Architect,New York,Jamaica,11431,23302.18
Fanny Wyld,Hispanic,Female,65,VP Marketing,New York,Buffalo,14215,24667.12
Clarinda Pieters,Black,Female,68,Assistant Media Planner,New York,Flushing,11388,20044.11
Daffy McIlreavy,White,Female,38,Help Desk Operator,New York,New York City,10009,20615.11
Arda Morrott,White,Female,56,Sales Representative,New York,New York City,10115,19259.87
Meyer Robecon,Asian,Male,51,Account Executive,New York,New York City,10160,24701.69
Jordain Cater,Black,Female,42,Architect,New York,Syracuse,13224,22282.32
Alisander Spinola,Black,Male,46,Research Associate,New York,New York City,10079,17188.9
Jesselyn Curl,White,Female,41,Dental Hygienist,New York,Brooklyn,11225,24285.96
Brena Smallman,Black,Female,57,Sales Associate,New York,Syracuse,13210,16251.57
Reece Boldra,Hispanic,Male,68,Staff Scientist,New York,New York City,10029,24496.48
Hy Doctor,Asian,Male,22,Payment Adjustment Coordinator,New York,Brooklyn,11220,21110.36
Julie Padley,Black,Male,31,Architect,New York,New York City,10120,23372.42
Yorke Nunn,White,Male,29,Nurse Practicioner,New York,Rochester,14624,19552.37
Hugh Maypowder,Hispanic,Male,39,Nurse Practicioner,New York,Albany,12205,20953.56
Maudie Ellen,White,Female,20,Senior Cost Accountant,New York,New York City,10280,23668.73
Vassili Ivanishev,Black,Male,23,Office Assistant,New York,Buffalo,14205,17481.24
Giovanni Filasov,Hispanic,Male,21,Assistant Professor,New York,New York City,10014,15268.78
Faber Trusler,Hispanic,Male,28,Operator,New York,Brooklyn,11225,24708.88
Giuditta Pauletto,White,Female,21,Office Assistant,New York,Syracuse,13217,22897.96
Belita Vint,White,Female,70,Architect,New York,Rochester,14639,21600.65
Clarisse Linsay,Asian,Female,38,VP Quality Control,New York,New York City,10024,20963.91
Bernardina Roseburgh,White,Female,47,Architect,New York,New York City,10105,21541.42
Basil Ions,White,Male,23,Assistant Manager,New York,Buffalo,14225,17138.58
Yelena Perell,Hispanic,Female,35,Cost Accountant,New York,New York City,10203,16548.79
Katerina Matthiesen,White,Female,48,Clinical Specialist,New York,Albany,12237,15939.68
Esteban Highnam,Hispanic,Male,70,Environmental Tech,New York,Rochester,14652,16656.59
Gayla Russi,White,Female,53,Business Systems Development Analyst,New York,Brooklyn,11247,18230.18
Micky Farey,White,Male,38,Architect,New York,New York City,10203,21095.28
Luella Ghiotto,Hispanic,Female,20,Teacher,New York,Buffalo,14263,21137.93
Madelin Mangenet,White,Female,55,Software Developer,New York,Rochester,14604,23825.45
Othello McConnell,Hispanic,Male,18,Registered Nurse,New York,Bronx,10474,22783.3
Rosa Flood,Hispanic,Female,25,Senior Financial Analyst,New York,New York City,10155,21891.05
Cammy Piell,Black,Male,25,Architect,New York,Flushing,11355,20918.67
Karina Banat,White,Female,55,Assistant Media Planner,New York,Brooklyn,11210,21598.37
Ailis Hannant,White,Female,18,Marketing Assistant,New York,Buffalo,14220,22878.34
Shara Jiggins,White,Female,67,Administrative Officer,New York,Albany,12205,21793.77
Rolf Pettitt,White,Male,28,Automation Specialist,New York,Buffalo,14205,17139.23
Ramsey Guye,White,Male,33,Executive Assistant,New York,New York City,10131,20905.84
Connor Iveson,White,Male,27,Database Administrator,New York,New York City,10131,22293.65
Daphne Ruskin,White,Female,47,Software Developer,New York,New York City,10034,20953.04
Lynnea Longridge,White,Female,29,Architect,New York,New York City,10024,23826.25
Darlene Battman,Hispanic,Female,42,Software Developer,New York,Jamaica,11431,21880.32
Celle Wasielewicz,White,Female,54,Dental Hygienist,New York,Jamaica,11480,15733
Titus Stainland,White,Male,63,Accountant,New York,Brooklyn,11215,24859.13
Raphael Snashall,Hispanic,Male,34,Nurse Practicioner,New York,Rochester,14619,15381.95
Aloysius Camili,White,Male,66,Associate Professor,New York,New York City,10009,20489.16
Kort Birrane,White,Male,29,Payment Adjustment Coordinator,New York,Jamaica,11447,16164.81
Serene Rubenovic,Hispanic,Female,56,VP Quality Control,New York,New York City,10019,16692.43
Sherwynd Folbige,Black,Male,64,Account Coordinator,New York,White Plains,10633,18257.45
Corbet Bedford,White,Male,39,Architect,New York,New York City,10009,17323.09
Karleen Frew,White,Female,61,Marketing Manager,New York,Jamaica,11436,19863.74
Craggy Patrono,Hispanic,Male,27,Architect,New York,New York City,10275,22629.52
Joshua Woodnutt,Asian,Male,21,Architect,New York,New York City,10019,22139.51
Staffard Wixey,White,Male,19,Software Developer,New York,Bronx,10469,21228.54
Rafaello McMenemy,White,Male,36,Assistant Manager,New York,New York City,10115,17236.02
Leonie McCathy,White,Female,32,Software Consultant,New York,Jamaica,11480,24254.46
Fernando Bishell,White,Male,24,Recruiting Manager,New York,New York City,10249,18347.31
Delaney Manuaud,White,Male,53,Research Nurse,New York,Hicksville,11854,22201.01
Ranna Bilverstone,White,Female,48,Technical Writer,New York,Bronx,10454,21569.06
Montgomery Nairy,White,Male,48,Food Chemist,New York,Brooklyn,11231,22278.19
Ruby Perell,White,Female,53,Architect,New York,New York City,10165,20223.01
Michal Shill,White,Female,38,Environmental Specialist,New York,New York City,10060,17020.4
Ilse Hubbucke,Black,Female,67,VP Marketing,New York,New York City,10155,17485.74
Ricki Willmot,White,Female,43,Payment Adjustment Coordinator,New York,New York City,10170,15408.57
Zechariah Garrit,White,Male,54,Assistant Media Planner,New York,Buffalo,14269,19602.32
Gannie Eckford,White,Male,50,Research Assistant,New York,White Plains,10606,16160
Vinson Brockett,White,Male,63,Paralegal,New York,Staten Island,10305,15990.05
Lonee Catteroll,Hispanic,Female,20,Sales Associate,New York,Staten Island,10305,21406.8
Felice McAuley,Other,Female,25,Project Manager,New York,New York City,10203,23730.86
Michele Mashal,White,Male,18,Operator,New York,New York City,10160,23728.22
Clotilda Bowry,White,Female,33,Pharmacist,New York,Albany,12227,23606.38
Waldon Bakey,White,Male,53,Human Resources,New York,Buffalo,14233,16158.66
Aile Landeaux,White,Female,35,Electrician,New York,New York City,10115,23788
Wendy Daniello,Hispanic,Female,18,Operator,New York,New York City,10155,23124.84
Ethan Gavagan,White,Male,45,Executive Assistant,New York,Syracuse,13224,15280.59
Jaimie Sciusscietto,White,Male,18,Editor,New York,New York City,10045,17622.05
Ermentrude Vivians,Hispanic,Female,23,Community Outreach Specialist,New York,Albany,12210,17941.12
Savina Kubu,Black,Female,29,Environmental Tech,New York,Brooklyn,11236,23465.87
Shaughn Habens,White,Male,54,Human Resources,New York,Bronx,10459,21305.72
Layton Mogg,White,Male,68,Sales Representative,New York,New York City,10131,20131.43
Kippar Saintpierre,White,Male,23,Project Manager,New York,New York City,10004,23263.6
Herman Jaine,Black,Male,66,Payment Adjustment Coordinator,New York,New York City,10270,20178.54
Jedidiah Babbe,White,Male,65,Electrician,New York,Brooklyn,11220,16117.93
Wade Handforth,White,Male,51,Executive Assistant,New York,Buffalo,14220,21744.7
Any Jaray,White,Male,64,Staff Scientist,New York,Buffalo,14269,21869.02
Corliss Gutowska,White,Female,52,Operator,New York,Staten Island,10310,19215.72
Caresse Measham,White,Female,35,Electrician,New York,Jamaica,11470,17472.24
Diannne Waplington,White,Female,25,Web Designer,New York,New Hyde Park,11044,22336.01
Artemas Trebble,White,Male,70,Research Associate,New York,Great Neck,11024,19157.96
Kata Bernth,White,Female,28,Software Developer,New York,Rochester,14609,18155.9
Kynthia Croyser,White,Female,43,Sales Associate,New York,Bronx,10474,22214.76
Stanley Calbert,White,Male,21,Account Coordinator,New York,New York City,10260,21656.19
Diane Gellibrand,White,Female,48,Electrician,New York,Albany,12222,15979.44
Charity Dossit,Other,Female,58,Research Assistant,New York,Rochester,14624,24563.83
Allix Hegden,White,Female,39,Sales Associate,New York,Buffalo,14276,16370.47
Concordia Cargo,White,Female,21,Internal Auditor,New York,Schenectady,12305,23302.18
Gregorio Berka,White,Male,68,Office Assistant,New York,New York City,10115,24667.12
Ceil Dunnico,Hispanic,Female,49,Software Developer,New York,Mount Vernon,10557,20044.11
Tiffanie Rubinsky,White,Female,22,Quality Control Specialist,New York,Brooklyn,11205,20615.11
Jenni Como,Hispanic,Female,33,Electrician,New York,Syracuse,13224,19259.87
Camille Banbrigge,White,Female,21,Financial Analyst,New York,New York City,10270,24701.69
Michel Hufton,Hispanic,Male,60,Occupational Therapist,New York,Brooklyn,11231,22282.32
Trish Cardoo,White,Female,52,Accountant,New York,Schenectady,12325,17188.9
Rafael Mackney,White,Male,43,Desktop Support Technician,New York,Bronx,10474,24285.96
Jehu Sames,Hispanic,Male,47,VP Quality Control,New York,Syracuse,13205,16251.57
Seline Timeby,White,Female,69,Librarian,New York,Jamaica,11436,24496.48
Arie Stribbling,Hispanic,Male,19,Statistician,New York,Buffalo,14215,21110.36
Maryjane Fiorentino,White,Female,67,Executive Assistant,New York,New York City,10009,23372.42
Elwira De Gogay,Black,Female,38,Help Desk Technician,New York,Syracuse,13217,19552.37
Jacqueline Carrell,White,Female,55,Marketing Manager,New York,New York City,10045,20953.56
Lindy Amor,Hispanic,Male,55,Human Resources,New York,New York City,10125,23668.73
Rolando Kampshell,White,Male,63,Electrician,New York,Albany,12205,17481.24
Teodoro Disdel,White,Male,26,Environmental Specialist,New York,Brooklyn,11241,15268.78
Clarke Mechell,White,Male,35,Cost Accountant,New York,New York City,10090,24708.88
Hakim Castenda,Hispanic,Male,37,Payment Adjustment Coordinator,New York,Jamaica,11447,22897.96
Petunia Leete,White,Female,49,Clinical Specialist,New York,Brooklyn,11231,21600.65
Calvin Absalom,White,Male,53,Web Designer,New York,Albany,12222,20963.91
Shannan Krauze,White,Male,65,Account Coordinator,New York,New York City,10292,21541.42
Bertie Soar,Black,Male,24,Assistant Manager,New York,Schenectady,12305,17138.58
Micheil Milberry,White,Male,48,Buget Analyst,New York,New York City,10131,16548.79
Trumaine Fessier,Black,Male,35,Sales Associate,New York,Albany,12222,15939.68
Cary Yaakov,White,Female,42,Electrician,New York,Mount Vernon,10557,16656.59
Abelard Lowrie,Hispanic,Male,70,Safety Technician,New York,Rochester,14604,18230.18
Vicky Delaney,Hispanic,Female,69,Marketing Assistant,New York,Jamaica,11480,21095.28
Skippy Hanalan,White,Male,55,Social Worker,New York,New York City,10029,21137.93
Seward Seignior,White,Male,44,Software Developer,New York,New York City,10280,23825.45
Shani Woolerton,White,Female,42,Assistant Professor,New York,Jamaica,11447,22783.3
Lissie Krzysztof,White,Female,19,Sales Associate,New York,New York City,10099,21891.05
Kenneth Bosenworth,Black,Male,50,Web Designer,New York,Brooklyn,11241,20918.67
Rubia Kubat,White,Female,32,Electrician,New York,Buffalo,14210,21598.37
Laraine Partington,Asian,Female,35,Graphic Designer,New York,Rochester,14609,22878.34
Danice Drinan,Black,Female,48,Recruiter,New York,Schenectady,12305,21793.77
Sharleen Flacknell,Hispanic,Female,33,Electrician,New York,New York City,10260,17139.23
Bernardo Sedgman,White,Male,69,Research Associate,New York,Rochester,14604,20905.84
Avril Illes,White,Female,59,Registered Nurse,New York,New York City,10024,22293.65
Mikol Melding,White,Male,24,Senior Editor,New York,Brooklyn,11210,20953.04
Bobbie Thurlbeck,White,Female,32,Marketing Assistant,New York,Brooklyn,11231,23826.25
Gerardo Lethley,White,Male,36,Clinical Specialist,New York,Rochester,14619,21880.32
Carmen Geroldini,Hispanic,Female,70,Electrician,New York,Elmira,14905,15733
Joli Woolaston,White,Female,37,Carpenter,New York,Jamaica,11407,24859.13
Wenona Shutt,Hispanic,Female,47,Junior Executive,New York,Brooklyn,11205,15381.95
Lanita Wanless,Hispanic,Female,23,Sales Associate,New York,New York City,10125,20489.16
Lowrance Holworth,White,Male,28,Nurse Practicioner,New York,Jamaica,11480,16164.81
Francesco Gallico,Black,Male,69,Clinical Specialist,New York,New York City,10099,16692.43
Halley St Pierre,White,Female,50,Financial Advisor,New York,Buffalo,14269,18257.45
Tobin Connikie,Hispanic,Male,27,Senior Editor,New York,Bronx,10469,17323.09
